"periode_data","wilayah","kecamatan","kelurahan","alamat","nama_bank_sampah","kegiatan","status_kegiatan","keterangan"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Selong","Jl. Daksa Iv RT 006/002, Kelurahan Selong","Lavender","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Selong","Jl. Limo No. 1 RW 4, Kelurahan Selong","Mawar 68","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Selong","Gg. Salak","Sedap Malam","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Selong","Jl. Mataram RT.04/01","SMK 15 (Libels)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Selong","Jl. Rajasa Raya","Viola","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Widia Candra XII","Anggrek","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Senopati Dalam 2 RT 005 / 003","Jambu","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Tulodong Bawah X No. 3 Kelurahan Senayan","Kantor Kelurahan Senayan (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Tulodong Bawah II Blok. D","PT. Arah Environ","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Sudirman Kav. 58, RT 05 RW 3","Sahabat (CIMB Niaga Plaza)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Jend. Sudirman","SCBD","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Senayan","Jl. Senopati Dalam No. 2 RT 008 RW 02","Sendal","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gandaria Utara","N/A","SD Manaratul Ulum","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gandaria Utara","N/A","Sukses Bersama","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gandaria Utara","N/A","Komplek AL 09","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gunung","N/A","Berdikari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gunung","N/A","Ceria","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Rawa Barat","N/A","SD 05 Rawa Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gandaria Utara","N/A","Makmur 12","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Keramat Pela","N/A","Kepak Sejahtera","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Keramat Pela","N/A","Pandan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gandaria Utara","N/A","Dasa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Baru","Gunung","N/A","SDN 05","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Cipulir","RW 06 Kelurahan Cipulir","Dasmatik","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Cipulir","Jl. Samudra No.1 RT.02/11","Kantor Kelurahan Cipulir (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Cipulir","RW 03 Kelurahan Cipulir","Kenanga","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Cipulir","N/A","RW 05 Cipulir","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Cipulir","RW 10, Cipulir","Sidu","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Cipulir","Jl. Raya Kebayoran Lama No.192 RT.01/03","SMP 48","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Jl. Teuku Nyak Arief No. 98 RT 05/02","Apartemen Simprug","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Jl. Rawa Simprug VII RT 001 / 009","Bougenville","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Jl. Kubur Isalam No.1 Rawa Simprug VIII RT.09/10","Kantor Kelurahan Grogol Selatan (Mandiri)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","RW 05 Grogol Selatan","Kembang Teleng","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","RW 01 Grogol Selatan","Padi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Jl. Panjang Komplek Permata Hijau II","Permata Gemilang (Dipo)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","RW 006 Grogol Selatan","RW 06 Grogol Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Grogol Selatan","SD 01 Grogol Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Komplek Hankam Cidodol","SD 13 Grogol Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Komplek Sekneg Baru, Jl. Panjang, Keby. Lama","SMA 32","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Jl. Panjang Cidodol No. 1 RT 1/13","SMP 153","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","Jl. Masjid Annur No.45 RT.13/01","SMP 66","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Selatan","RW 10 Grogol Selatan","Soka GS","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","N/A","Kampung Kreasi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Pulo Kemandoran No.99 RT.01/11","Kantor Kelurahan Grogol Utara (PPSU Bhakti)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","RW12 Grogol Utara","Pisang Raja","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Patal Senayan Selatan","SD 01 Grogol Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Kebayoran Lama Pos Panguben RT.01/01","SD 03 Grogol Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Kebayoran Lama Pos Panguben RT.01/01","SD 04 Grogol Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Kebayoran Lama Pos Panguben RT.01/01","SD 12 Grogol Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Kebayoran Lama Pos Panguben RT.01/01","SD 15 Grogol Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Palmerah Barat No.31 RT.05/14","SMP 16","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Grogol Utara","Jl. Kemandoran I RT.05/11","SMP 185","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Dharma Putra Jaya No. 51 RT 07/07","Kantor Kecamatan Kebayoran Lama (Restan)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Bungur No. 1 RT 02/12 Keby. Lama Sel","Kantor Kelurahan Kebayoran Lama (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Praja Dalam E","Kenangga","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Nimun Raya Gg. Wakaf Kp. Perigi RT.07/10","RPTRA Perigi Seruni Bersih","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Ciputat Raya No. 125 RW 008","SD 03 Kebayoran Lama Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Ismail No.60 RT.05/10","SD 11 Kebayoran Lama Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Praja Dalam G RT.04/05","SD 17 Kebayoran Lama Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Dharma Putra Raya No. 1 RT 005/005 Kbls","SD 19 Kebayoran Lama Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Komplek Kostrad Jl. Dharma Putra Raya RT.006/007 SekretariatRW07","Seruni","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Dharma Putra Xi RT.10/07","SMA 74","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Dharma Putra Raya No. 51 RT 007/007","SMP 164","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","RW 12 Keby. Lama Selatan","Soka","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Selatan","Jl. Dharma Putra Xi RT.10/07","TK Kartika Kostrad","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Utara","RW 11 Kebayoran Lama Utara","Chandra Ningrat","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Kebayoran Lama","Kebayoran Lama Utara","RW09 Kebayoran Lama Utara","Dwi Candra Loka L","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl.Bangka Raya Gg. Amal Iv RT.001/011","Kenanga","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Bangka Ix C No.99 RT.10/10","Mawar 10","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Pondok Jaya I RT.RW 8/6","Puskesmas Kelurahan Pela Mampang (Sehat)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Bangka Ic RW09","Rezeki Berkah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Bank V No. 07 RW07","Sakura","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Bangka Raya No.88 RT.11/03","Sani Tiara Prima","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Bangka II","SD 01 Pela Mampang (Bank Kos)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Pondok Jaya Vi No.1","SD 05 Pela Mampang (Panglima Bank)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Pondok Jaya Vi No.1","SD 11 Pela Mampang (Tunas Asri)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Pondok Jaya VIII No.15B","SMP 141 (Sapatsa)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Bangka II Gg.6 RT.06/02","Srikandi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","N/A","TK Kartika X-6","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Pela Mampang","Jl. Pondok Karya V Komplek Polri RT.003 RW04","Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","RW 05 Kelurahan Tegal Parang","Berlian","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan Vi RW 02","Dahlia","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Kh. Marjuki RW 006 Tegal Parang","Harum Melati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan XIII","Kantor Kecamatan Mampang (Nurli)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Tegal Parang Selatan","Kantor Kelurahan Tegal Parang (PPSU Terang)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","RW 007 Tegal Parang","Kenanga 07","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan RW 01","Mutiara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan VIII","SD 03 Tegal Parang","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan XIII","SD 06 Tegal Parang (Cosnam)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan Xi","SMA 28 Oktober","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan XIII","SMP 104 (Casova)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl. Mampang Prapatan XIII","SMP 247 (Doevhatoe)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Mampang Prapatan","Tegal Parang","Jl.Tegal Parang","Terang 04 (Sebelumnya Harmoni)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Barat Dalam 1 RT.001/004 No.12","Kantor Kelurahan Cikoko (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko No. 32 RT 01/01","Masjid Raudhatus Sholihin","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Pancoran Timur II No. KAV 48-49","Masjid Taklim Baitul Islah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Siaga Raya","Kantor Kelurahan Pejaten Barat (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Alfajr RT 015/03 Kelurahan Pejaten Barat","Komplek Niaga","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Siaga","Mangga Sari (Satpel)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. H. Samali Gg. Ayat","Orange","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Pejaten Barat II","Pejabat Indah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Warung Buncit Raya No. 22 RT 02 /07","PT. Graha Inti Fauzi","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. H. Samalino. 17 RT 01 RW 01","Pusat Pelatihan Kerja Daerah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Siaga","RW 03 Pejaten Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Condet Pejaten No. 16","SD 01 Pejaten Barat","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Rambutan No. 20","SD 06 Pejaten Barat","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Pejaten Raya","SMK 08","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Condet Pejaten No. 2","SMK 47","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Pejaten Barat","SMP 107","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Barat","Jl. Pejaten Raya","SMP 227","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Pejaten Timur","Damai Berseri","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. H. Dahlan","Delima","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Pejaten Timur","Gang Arab","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Kebagusan Dalam Iv","Kantor Kelurahan Pejaten Timur (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Kemuning Dalam I","Kemuning","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Pagujaten Timur","Pagujaten","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Masjid Baru","RW 01 Pejaten Timur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","N/A","RW 08 Pejaten Timur","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Siaga Dharma VIII No. 19","SD 15 Pejaten Timur","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Kemuning Dalam I Blok. D RT.007/006","SD 20 Pejaten Timur","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl. Rukun","Tanjungan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Ragunan","Jl. Marinir Cilandak Kko Gg. Depot Es No. 54","Depot Es","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Ragunan","Jl. Ampera Raya","Kancil","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Ragunan","Jl. Saco No. I","Kantor Kelurahan Ragunan (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Ragunan","N/A","Kenanga 06","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Ragunan","N/A","Kite Bersama","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pasar Minggu","Ragunan","N/A","Kogalih","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Timur Raya","Masjid Taklim Darul Ikhsan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Barat Dalam I","Masjid Taklim Jamiatul Rahmat","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Barat I","Masjid Taklim Kholiyah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Timur I","Masjid Taklim Miftahus Saadah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Timur I","Masjid Taklim Nurul Hasanah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. MT. Haryono","PT. KAO","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Timur V","RW 01 Cikoko","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Selatan","Pancoran","Cikoko","Jl. Cikoko Timur I","RW 02 Cikoko","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
