"periode_data","wilayah","kecamatan","kelurahan","alamat","nama_bank_sampah","kegiatan","status_kegiatan","keterangan"
"2023","Jakarta Pusat","Senen","Kramat","Jl Kramat Raya No 43 RW 04 Kel Kramat Kec Senen","Astra Graphia","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Senen","Kramat","Jl Kramat Pulo","RW 04","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Selatan","Pasar Minggu","Pejaten Timur","Jl Angsana No 04","SDN 01","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Putih Barat RT 12 RW 04","Timbul Ceria RW 04 SPS Paud Cempaka III","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","N A","N A","Jl Balai Warga 06 Murdai I RT 05 RW 05","Kancil RW 06 SPS Mawar Indah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","Jl Cempaka Putih Barat RT 02 RW 08","Imut RW 08 sps Bungur II","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Putih Barat RT 05 RW 11","Berdikari RW 11 SPS Amanah Sejahtera","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Raya No 3 RT 003 RW 009","Cendana Barokah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Putih Barat RW 05 SPS Tunas Bangsa","Berseri RW 05 Paud Tunas Bangsa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka Putih Barat XIX RT 08 RW 013 SPS Nurul Hikmah","Libra paud Nurul Hikmah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka II RT 05 RW 02 SPS Mawar melati","Berapi RW 02 Paud Mawar melati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Percetakan Negara Raya RT 05 10","RW 10 Cempaka Putih Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Cempaka Putih Barat","Jl Cempaka putih Barat II Pos RW 03","Delima Rw 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Percetakan Negara Raya RT 05 10 SPS Paud Aisyiyah","Bermanfa 039 at SPS Aisyiyah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","N A","N A","gg Bengkel","Anggrek Ceria","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Sari I No 1 Kantor Lurah Rawasari","Rawasari Berseri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Percetakan Negara No 82","Sudin Kesehatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Sari I No 1 RW 08","Puskes Kec Cempaka Putih","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Jendral Ahmad Yani Kav 49","Apartemen Green Pramuka","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Pulo Gadung","Rawamangun","Jl Rawamangun","Anyelir","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Percetakan Negara V Rawasari","Pernera","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Bacang No 46","Cemara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Sari V","Bunga Matahari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Percetakan Negara IX A","Alamada","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Percetakan Negara VI RW 03 Rawasari","Ernortig","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Jaya Sari RT 01 RW 02","Garli SPS Paud Anyelir","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Bacang RT 09 RW 06","Acil SPS Paud Sakura","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Sari III RT 013 RW 07","Bijak SPS Paud Edelweis","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Percetakan Negara IX A RT 005 RW 004 SPS Alamanda","Bintang RW 04 Paud Alamanda","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Cempaka Putih","Rawasari","Jl Pramuka Sari I No 1 SPS Negeri Bale Bermain Rawasari Ceria","Filsafat Paud Negeri Bale Bermain Rawasari Ceria","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Cempaka Baru","Jl Sumur Batu Raya","Lancar Jaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Serdang","Jl Lapangan Pors XI No 9","Maju Lancar","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Utan Panjang","Jl Bendungan Jago No 11","Kel Serdang quot Berkah quot","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Utan Panjang","Jl Bendungan Jago No 53","SMKN 54","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Serdang","Jl Serdang Baru I","RSUD Kemayoran","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Serdang","Jl Delta","Melati Rw 07","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Serdang","Jl Serdang Baru","Mawar Sejahtera","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Kemayoran","Serdang","Jl Flamboyan","Dinamis","pemilahan pengumpulan penyimpanan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Krekot III No 20","Barokah RW 06","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Krekot Jaya Molek","Handayani RW 07","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Pos Utara II No 21","Lancar jaya RW 01","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Sentul No 5","Life Sans Rw 04","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Brijo No 19","Flamboyan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Budi Utomo No 7","Sejahtera RW 08","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Kartini","Jl Kartini","Ikhlas RW 05","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl POS No 2 Pasar Baru","SD Santa Ursula","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Krekot Bunder III RW 05","SMA 20","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Dr Sutomo no 1 Pasar Baru","SMK 27 Sumber Rejeki","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Budi Utomo No 7","Greentech 1 quot SMKN 1 quot","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Krekot Jaya I No 4c","Berseri quot kantor kel quot","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Dr Sutomo no 1 Pasar Baru","SMPN 05 Pasar Baru","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Budi Utomo No 7","SMAN 1 Jakarta","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Pasar Baru","Jl Krekot Bunder III","SDN 07","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","sawah Besar","pasar Baru","Jl Krekot II Dalam No 20","Mulia RW 02","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","Jl Gunung Sahari Utara I","USAHA BERSAMA quot SDN 01 quot","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","Jl Gunung Sahari Utara IV","Mokmer","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","Jl Gunung Sahari VII A","Sahari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","K","kemayoran","Gn Sahari Selatan","Jl Gn Sahari No 11","Dinas Ketahanan Pangan Kelautan dan Perikanan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","Jl Indrustri No 11","Citra Alam Organk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","Jl Rasela Raya","Anggrek RW 06","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","sawah besar","Gunung Sahari Utara","Jl Tabing 1","Tabing Rembiga RW 07","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah besar","Gunung Sahari Utara","Jl Gunung Sahari XI","Kemuning RW 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah besar","Gunung Sahari Utara","Jl Gunung Sahari IX","Melati RW 04","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah besar","Gunung Sahari Utara","Jl Gunung Sahari 7D","Gunung Indah RW 05","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah besar","Gunung Sahari Utara","Jl Rajawali Selatan I","Mulyo","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","Jl Rasela 1","Anggrek RW 07","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","Jl Mangga Dua Selatan","SD 05 Mangga Dua Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","Jl Magga Dua Dalam No 1","Madusela","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Mangga Dua Selatan","Jl Gatep","Mandiri RW 06","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Kebon Jeruk","Duri Kepa","Jl Mangga XII","Berkah RW 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Karang Anyar","jl B III","SDN 05","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Karang Anyar","Jl B Karang Anyar Raya","quot Asri quot kantor Kel Karang Anyar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Karang Anyar","Jl Karang Anyar Raya","SDN 04","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Pusat","Sawah Besar","Karang Anyar","Jl Karang Anyar Utara","Kec Sawah Besar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2023","Jakarta Utara","Koja","Rawa Badak","Jl B Raya","Baling RW 05","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2023","Jakarta Barat","null","null","N A","bisa rw 01 kamal","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","RT. 002/ 003 Kapuk","Pelita Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","RT. 007 / 005","Rukun Selalu","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Gg. Mawar RT. 07/01","RW 01 Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Gg. Semut RW 04","RW 04 Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Tenis, RT. 001 / 08","RW 08 Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Dahlia Raya, RT. 004 / 09","RW 09 Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Kapuk Raya Gg. Mawar RT. 07/RW01","SD 05 Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Tenis Raya III RT. 11 / 14","SD 06 Kapuk","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Kapuk Raya Gg. Mawar RT. 07/RW01","SD 14 Kapuk (Melati)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl., Kali Pasir RT 10 RW 11","Si ASMA","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Kapuk Raya Gg. Sinar RT. 007/02","Sinar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. OBank Sampahidian RW 08","SMP 100","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kapuk","Jl. Ukir II RT. 005 / 06","Ukir II","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kedaung Kaliangke","Jl. Departemen Agama No 59 RW 03","Kantor Kelurahan Kedaung Kaliangke (PPSU Berseri)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kedaung Kaliangke","Jl. Pesing Poglar RW 01","Kedaung Berseri SMK","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kedaung Kaliangke","Jl. Pertenakan No. 1","KIR DISHUB (Bersih Sehat Dan Bermanfaat)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kedaung Kaliangke","Jl. Tawang Mangu RW 06","RPTRA Tawang Mangu Indah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kedaung Kaliangke","Kedaung Kali Angke RW 02","RW 02 Kedaung Berseri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Kedaung Kaliangke","Jl.Departemen Agama","RW 03 Kedaung Berseri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Cendrawasih RW 06","Cendrawasih","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Pasar Ganefo, Jl. Utama Raya RT 01/01","Ganefo (Pasar)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Jaya Raya V","Jaya Raya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Kantor Kecamatan Jl. Utama Raya RT 01/03","Kantor Kecamatan Cengkareng (Mawar)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Utama Raya No. 1 Kantor Kelurahan RT 08/07","Kantor Kelurahan Cengkareng Barat (Ceria Mandiri)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Bina serasi III","Mawar BL","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Kamal Raya No.6, RT.9/RW7","Panti Sosial Bangun Daya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Kamal Raya RW 01","Panti Sosial Bina Daksa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Cendrawasih VI RT 08/07","Panti Sosial Bina Daksa II","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Utama V RT.08/01","Panti Sosial Bubhak","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Kemuning Raya No 17 RT 014 RW 002","Panti Sosial Laras Harmonis","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Kemuning Raya","Pelangi TPS","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Cendrawasih 2 Yayasan Huswatun Khasanah RW 07","Pusaka 67","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Puskesmas Cengkareng","Puskesmas Cengkareng Barat (Hebat)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Pintu Masuk Rusun Damkar RT 17/01","RPTRA Ceria","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Masjid No,10 RT.10/02","RPTRA Sehati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Bina Serasih RT 17/05","RPTRA Serasih","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Utama Raya Raya RT 9/04","RPTRA Utama","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Kemuning","Rusun Blok B Teratai","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Kompl. Rusun LH. Cengkareng","Rusun LH Blok A","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Bambu Kuning","RW 03 Cengkareng Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","komplek palem","RW 15 Cengkareng Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Cendrawasih RW 07","Sari Indah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Bina Serasih RT 05/05","Satu Hati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl.Utama RT 09/02","SD 05 Cengkareng Barat","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Jaya Vi RW 09","SD 09 Cengkareng Barat (Yes)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Ruko seribu","Seribu Daun","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Lingkar Luar Cengkareng Barat RT 06/03","SMA 33","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Flamboyan RT 10/10","SMP 108","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Jaya Xxv RT 01/10","SMP 249","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Utama 45 Lingkar Luar Cengkareng Barat RT 09/02","SMP 45","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Swadaya III","Swadaya 8","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Barat","Jl. Bina Serasih","Team Zero Waste","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","RT. 01 / 06 Cengkareng Timur","Al-Munawir","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Ukir RW 13","Asoka","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Galunggung RW 015","Aster","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Kayu Besar RW 11","Berseri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Kapuk Kamal Rusun Bci RT. 008/ RW 016","Bestari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Gunung Galunggung RT. 10 / 10","Bougenville","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Rusunawa Budha Tzu Chi","Budha Tzu Chi","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Rawa Kedaung RT. 006 / 014","Camelia","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Ruko Mutiara Taman Palem Blok A2 No.1&2","FIF Group 1200","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Kantor Kelurahan","Kantor Kelurahan Cengkareng Timur (Matahari)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Bangun Nusa RT. 008 / 03","Kenanga","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Fajar Baru RT. 06 / 07","Lidah Buaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Bangun Nusa III RW 02","Mekarsari","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Kampung Utan Bahagia RT. 10 / 09","Perintis Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Puspa / Kp. Utan RT. 11 /RW 11","RPTRA Cengkareng Timur Berseri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Cengkareng","Cengkareng Timur","Jl. Puspa RW 04","RPTRA Puspa Indah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
